typhoon_name,admin_L3_code,admin_L2_code,admin_L3_name,comp_damage_houses,part_damage_houses,total_damage_houses,pop_15,n_households,pop_density_15,average_speed_mph,distance_typhoon_km,Rainfallme,distance_first_impact,x_pos,y_pos,mean_elevation_m,mean_slope,slope_stdev,mean_ruggedness,ruggedness_stdev,with_coast,coast_length,perimeter,area_km2,poverty_perc,roof_conc,roof_makeshift,roof_straw,roof_iron,roof_half_conc,roof_wood,wall_conc,wall_wood,wall_iron,wall_makeshift,wall_bamboo,wall_half_wood
Melor,PH056205000,PH056200000,CASIGURAN,,,,32842,6410,374.3019307,109.673676,19.07961096,192.4,129397.4973,613113.5628,1421797.399,96.2743641,4.212433128,4.702252344,22.66957878,23.27157986,1,15032.17207,47881,87.742,7.682236161,0.004702754,0.008951448,0.192877761,0.754743295,0.033632796,0.005091947,0.485373676,0.225825262,0.002526807,0.009200168,0.080631054,0.196443033
Melor,PH056206000,PH056200000,CASTILLA,,,,57827,11022,296.5031021,97.26791483,24.53599143,130.04,155737.9534,588565.9144,1431796.471,108.7510711,4.974408732,5.359765546,25.9754771,25.45305418,1,55324.9094,107757,195.03,8.601518322,0.018259976,0.002738996,0.590139613,0.365979381,0.019363183,0.00351885,0.379451144,0.204064191,0.002278986,0.008413256,0.264305384,0.141487038
Melor,PH056207000,PH056200000,DONSOL,,,,49711,9397,324.6877939,95.76673952,22.06580865,156.82,181345.4137,562604.2291,1433996.126,52.99279908,3.956048043,3.064929209,24.02212982,14.18806533,1,24426.38913,73262,153.104,11.19671702,0.01251343,0.001095452,0.702900841,0.25810529,0.020413322,0.004971666,0.289924736,0.127232096,0.001117366,0.005713322,0.421183564,0.154828917
Melor,PH056208000,PH056200000,GUBAT,,,,59534,12710,575.4189944,99.60727724,27.46923612,190.16,125068.4727,619893.153,1429093.979,33.59654365,2.351203784,1.831216945,14.49046741,9.158326088,1,36947.72655,76889,103.462,6.512245104,0.007300931,0.0027663,0.353351075,0.60329855,0.029623923,0.00365922,0.422990798,0.217154753,0.004653441,0.011021308,0.151201847,0.192977852
Melor,PH056209000,PH056200000,IROSIN,,,,56662,10447,421.8779084,129.0486853,2.847348682,203.96,127473.3462,611761.9784,1405545.365,224.2217807,10.24244314,9.026013399,50.81347122,43.4290832,0,,48380,134.309,6.856447002,0.005808194,0.000951844,0.475766818,0.499174421,0.013286971,0.005011752,0.507612638,0.223782463,0.001803759,0.009697628,0.098178785,0.158924727
Melor,PH056210000,PH056200000,JUBAN,,,,32320,6025,264.3114164,118.7230599,12.45910625,171.9,135296.5966,605739.6127,1416406.654,123.4524185,8.395857439,8.366001197,42.92682098,40.39225608,1,479.2140111,92404,122.28,7.982673267,0.002384185,0.003675618,0.354978642,0.592536177,0.043643829,0.002781549,0.429809704,0.255886553,0.003221414,0.022284215,0.11982332,0.168974793
Melor,PH056211000,PH056200000,MAGALLANES,,,,37038,7187,332.0513165,119.1736845,10.49291926,147.35,144961.6289,595829.8379,1416206.275,99.1991391,7.739885921,6.470111105,39.19191924,30.39629192,1,18.20665019,70098,111.543,9.460554026,0.002934372,0.00115682,0.656086,0.321482986,0.01142712,0.006912702,0.306290783,0.199062173,0.002655292,0.008078868,0.320838394,0.163074489
Melor,PH056212000,PH056200000,MATNOG,,,,41101,7481,296.3131182,118.4132238,10.37403825,200.47,125479.206,612607.4703,1391954.747,132.2541719,10.70954129,6.988012395,53.16117507,31.61457428,1,45604.39314,102880,138.708,8.598330941,0.019999467,0.000479348,0.758781391,0.192165322,0.021623925,0.006950547,0.284907119,0.304336238,0.002052184,0.003864503,0.211454919,0.193385038
Melor,PH056213000,PH056200000,PILAR,,,,74564,13727,370.6922266,96.96382667,22.428604,156,168061.2026,575811.6485,1431968.655,28.62279207,2.663168936,1.919436733,16.18956564,9.296030812,1,108872.5324,179874,201.148,9.422777748,0.017819337,0.002646436,0.64981769,0.307633498,0.018922018,0.003161021,0.327288058,0.122956761,0.006804633,0.006937767,0.371947161,0.16406562
Melor,PH056214000,PH056200000,PRIETO DIAZ,,,,22442,4219,399.4446719,90,40.59358868,139.74,124620.1932,625428.9946,1441428.229,54.06221754,3.285076315,3.309876317,17.392381,15.16943438,1,37261.40412,50702,56.183,9.834239373,0.007659449,0.004026121,0.317670742,0.648500025,0.02130898,0.000834684,0.384732674,0.276080862,0.007033594,0.015985441,0.142885249,0.17328218
Melor,PH056215000,PH056200000,SANTA MAGDALENA,,,,16848,3417,320.8959488,130.6289237,1.997240456,196.16,120448.05,618122.1067,1399467.787,108.50781,8.937169825,5.295714009,43.99014574,23.06813103,1,13346.49961,34951,52.503,8.30365622,0.016454159,0.00103218,0.665452338,0.275288403,0.039951427,0.001821494,0.349240122,0.179148936,0.002735562,0.002431611,0.286018237,0.180425532
Melor,PH056216000,PH056200000,CITY OF SORSOGON (Capital),,,,168110,32694,597.5353577,90.14560849,35.30828141,141.6,140408.5969,607330.9965,1439340.115,220.5774242,8.824635343,8.943825852,44.72222753,44.0899269,1,83262.47814,128310,281.339,4.978288026,0.009991582,0.005439358,0.209447646,0.744136502,0.025085799,0.005899113,0.544480213,0.200949501,0.008935714,0.01740318,0.075290216,0.152941176
Melor,PH082601000,PH082600000,ARTECHE,,,,16026,3198,158.7660118,94.2160561,32.05385538,147.6,35950.57471,752188.0853,1354977.834,36.94530538,4.359329323,3.444048847,23.30955134,16.10325343,1,56752.4796,106774,100.941,8.760763759,0.001979806,0.001781825,0.576189533,0.379660793,0.019864053,0.020523989,0.143776112,0.234431992,0.014324557,0.000464222,0.521055773,0.085947344
Melor,PH082611000,PH082600000,JIPAPAD,,,,7885,1429,67.7457879,94.85198119,29.62232606,144.1,29919.07882,740693.35,1358221.148,90.30884461,6.758956859,3.883544403,36.53215789,16.81590461,0,,45100,116.391,10.28535193,0,0.005950771,0.408439275,0.572896943,0.007438464,0.005274547,0.03189468,0.431867535,0,0.030130293,0.38830076,0.117806732
Melor,PH084801000,PH084800000,ALLEN,,,,25469,5003,572.9293202,123.6197667,13.50678624,194.7,96804.35156,641323.4447,1383560.991,77.24141168,7.06459787,4.417292722,36.06867421,18.43993543,1,20471.69194,44176,44.454,5.669637599,0.008853701,0.000766186,0.608947346,0.357936407,0.020389052,0.003107309,0.351999315,0.227459543,0.00363901,0.002654337,0.246211148,0.168036647
Melor,PH084802000,PH084800000,BIRI,,,,11767,2210,452.3681378,150,4.18227573,211.33,87781.4317,651034.3327,1399777.001,28.37818553,5.281523364,4.242815566,28.35554192,19.48155612,1,4951.935623,112135,26.012,8.447352766,0.026399636,0.000455166,0.740282203,0.216385981,0.010286755,0.006190259,0.201403837,0.265980346,0.000842302,0.01197941,0.410014038,0.109780066
Melor,PH084803000,PH084800000,BOBON,,,,23668,4191,197.6153898,115.9919878,17.55717955,162.45,72844.38651,666258.8559,1375533.999,72.22845789,6.052702499,5.29395451,32.13145161,24.35844188,1,11196.61161,62299,119.768,8.627682947,0.009958147,0.031413864,0.450954924,0.416125463,0.047000529,0.044547073,0.238526366,0.375776547,0.00447869,0.009342644,0.247917168,0.123958584
Melor,PH084804000,PH084800000,CAPUL,,,,12679,2420,372.6377663,102.0039443,25.41721661,208.77,112524.0193,626356.5297,1374171.536,59.63904598,6.748227625,4.610845649,35.07964308,20.35106568,1,32897.00033,32897,34.025,7.737203249,0.011228847,0.000237229,0.536691444,0.351099162,0.049501819,0.051241499,0.345588235,0.377213789,0.004901961,0.001265022,0.170936116,0.100094877
Melor,PH084805000,PH084800000,CATARMAN (Capital),,,,94037,16226,310.310122,112.5761223,18.41075688,156,63007.08619,676608.5684,1373952.779,55.25672547,6.368671134,4.996441704,33.87089659,22.85130228,1,11893.04859,82729,303.042,6.998309176,0.014958231,0.004129281,0.486576862,0.430099722,0.047028584,0.017207321,0.306354723,0.261055976,0.007070092,0.010318512,0.261533684,0.153667013
Melor,PH084806000,PH084800000,CATUBIG,,,,33025,5915,136.3801548,113.5223449,18.10254184,144.88,20253.74493,727542.1412,1370691.146,85.42562069,7.442121015,5.652821202,38.44703084,26.13162882,1,6416.094894,85170,242.154,5.947009841,0.001737263,0.001358224,0.441454247,0.519252029,0.022015856,0.014182381,0.158682825,0.331958632,0.009421991,0.004473066,0.36009771,0.135365776
Melor,PH084807000,PH084800000,GAMAY,,,,23511,4716,277.6354168,114.9409167,17.07382688,139.75,19212.99365,745782.3932,1370443.686,45.48213581,4.224268417,3.992261937,21.7895104,18.25694477,1,42000.74908,75241,84.683,9.004295862,0.005396967,0.000267618,0.45793934,0.515700268,0.019669938,0.00102587,0.238086731,0.211200929,0.004868027,0.002411683,0.386137287,0.157295342
Melor,PH084808000,PH084800000,LAOANG,,,,61359,11418,297.950344,136.24151,2.346930665,147.2,17891.47016,720162.5285,1387002.759,24.72134354,3.011626766,3.658555244,16.18971745,17.49545897,1,64968.30307,244389,205.937,8.644208674,0.004965742,0.002854869,0.57144093,0.370267839,0.029725241,0.02074538,0.196106305,0.252379384,0.01249935,0.008338679,0.40148744,0.129188842
Melor,PH084809000,PH084800000,LAPINIG,,,,13020,2256,269.1918043,102.5495152,25.18584131,138.47,27978.96588,748593.2057,1362114.716,29.20616771,4.391267039,3.294221134,23.87317241,15.62654014,1,51960.40597,78031,48.367,5.276497696,0.000340861,0,0.627609715,0.336088624,0.032893055,0.003067746,0.136929107,0.105487389,0.012355147,0,0.593387866,0.151840491
Melor,PH084810000,PH084800000,LAS NAVAS,,,,37947,6613,134.5261434,97.84193513,28.67724866,152.4,32776.56096,720045.2558,1360616.042,47.24572511,5.092543516,3.856282481,28.207354,18.06579612,0,,74830,282.079,7.415605977,0.001068142,0.004792945,0.444237511,0.44440184,0.087423313,0.018076249,0.067341175,0.521208632,0.002056428,0.014285323,0.333196238,0.061912204
Melor,PH084811000,PH084800000,LAVEZARES,,,,28770,5596,277.9710145,130.3730662,9.911173637,193.95,90290.47533,647756.0786,1386048.245,53.90097617,5.068898908,4.192821496,26.81788615,19.02266943,1,35931.06728,145165,103.5,8.133472367,0.008850852,0.015507278,0.624899422,0.275034745,0.050288933,0.02541877,0.220734802,0.185539333,0.003420249,0.025081829,0.40068405,0.164539737
Melor,PH084812000,PH084800000,MAPANAS,,,,14025,2371,106.463734,122.7545156,11.76041473,151.2,12044.85035,740149.6186,1376165.014,127.2436767,6.923356276,4.874089881,34.55974555,21.64335528,1,14982.61792,67650,131.735,7.365418895,0.004517586,0.01500484,0.506615037,0.427395934,0.031300419,0.015166183,0.203823197,0.333118245,0.003790934,0.017825456,0.288675593,0.152766575
Melor,PH084813000,PH084800000,MONDRAGON,,,,38726,6632,128.2776622,116.2861561,18.45133015,136.8,47856.39589,692658.0578,1372786.986,106.7368159,8.541438239,6.189824625,45.47838279,29.12640107,1,19593.1889,92004,301.892,7.075349894,0.004429679,0.002896328,0.625578556,0.337706221,0.01885453,0.010534685,0.224684536,0.203492181,0.004472043,0.00393084,0.46495001,0.098470391
Melor,PH084814000,PH084800000,PALAPAG,,,,34286,6568,192.2604595,136.5524476,4.068849724,159.27,6194.357393,733016.985,1384375.475,87.13017585,7.543660915,6.416191976,37.9993466,29.42574808,1,6559.806334,92249,178.331,6.903692469,0.000898446,0.001407565,0.505196011,0.43772274,0.039471714,0.015303525,0.285757193,0.167207305,0.004715564,0.002462906,0.376524299,0.163332733
Melor,PH084815000,PH084800000,PAMBUJAN,,,,33062,5387,204.0284857,126.5301659,11.95598609,150.4,29224.11988,710556.8576,1378043.508,63.10325077,6.598409491,6.681855699,34.4838915,31.73996884,1,26270.12703,85734,162.046,4.769826387,0.000676939,0.00087035,0.640803301,0.306975695,0.027142028,0.023531687,0.174494045,0.17801233,0.005035344,0.001420225,0.529905426,0.11113263
Melor,PH084816000,PH084800000,ROSARIO,,,,10520,1932,173.4056406,129.1349328,11.24061304,187.2,82664.54941,655495.7756,1383292.909,57.65591699,4.220448939,4.079709439,23.01256923,18.54261079,1,13716.37172,80642,60.667,8.355513308,0.002352941,0.000588235,0.640392157,0.325490196,0.016078431,0.015098039,0.210899075,0.344383238,0.001868975,0.000983671,0.333071021,0.108794019
Melor,PH084817000,PH084800000,SAN ANTONIO,,,,9058,1860,319.9576122,102.3133924,25.37920198,203.99,101971.4954,637283.9684,1372227.634,30.60560859,3.019766072,2.976191272,15.99602901,12.86433122,1,26565.27279,26565,28.31,6.723338485,0.004427793,0.006244323,0.487851953,0.425295186,0.057561308,0.018619437,0.347451869,0.288221971,0.002944507,0.000792752,0.159229898,0.201359003
Melor,PH084818000,PH084800000,SAN ISIDRO,,,,26650,5103,146.5735343,96.34559132,29.30900311,159.6,89187.81872,651696.4951,1365618.852,240.7537868,8.281578858,5.249748723,42.29266421,22.63346784,1,26875.37018,64366,181.82,7.669793621,0.001688442,0.001326633,0.488884422,0.45961809,0.036663317,0.011819095,0.326660235,0.39672777,0.003497347,0.008120277,0.092257598,0.172736774
Melor,PH084819000,PH084800000,SAN JOSE,,,,17561,3509,216.5217927,126.8075482,11.90883597,184.84,76864.31305,661433.2601,1381553.543,69.18594201,5.737832244,6.403873003,30.31673634,29.29834252,1,32407.06357,102069,81.105,8.228460794,0.007605037,0.003241491,0.52350081,0.402007231,0.04170303,0.021942401,0.170861175,0.457877974,0.003122463,0.008493099,0.239555361,0.120089927
Melor,PH084820000,PH084800000,SAN ROQUE,,,,30580,4770,181.058166,127.1485305,12.0343575,148.03,35993.0557,703321.6922,1378472.153,72.92432406,7.349984714,6.296278677,38.55387388,29.93977156,1,9625.367137,60136,168.896,5.343361674,0.004941838,0.000418156,0.559644188,0.367900859,0.03542918,0.03166578,0.2553159,0.178125596,0.015231914,0.000763504,0.421950754,0.128612331
Melor,PH084821000,PH084800000,SAN VICENTE,,,,7856,1547,431.2928905,92.08387425,37.06007585,174.93,124947.3951,615342.85,1364336.794,60.18341014,11.29352379,6.161610154,54.09718396,26.51511573,1,11168.91509,65445,18.215,8.235743381,0.009815786,0.074089014,0.502622025,0.399757967,0.011160414,0.002554794,0.285215523,0.408755203,0,0.069289647,0.124076809,0.112662817
Melor,PH084822000,PH084800000,SILVINO LOBOS,,,,15299,2400,59.80774268,95.50366877,32.1871788,153.6,46419.30958,702335.6309,1358338.998,103.8100209,8.957524935,5.469252782,48.86696403,25.03156524,0,,76385,255.803,7.477612916,0,0.001049098,0.496782767,0.486921248,0.004196391,0.011050497,0.036909449,0.290776153,0.010334646,0.001124859,0.558000562,0.102854331
Melor,PH084823000,PH084800000,VICTORIA,,,,14817,2893,109.9844862,110.415683,20.34897393,179.47,86931.64107,652128.3109,1374646.808,133.4548947,6.672510606,5.334722448,35.12484421,23.86494612,1,13107.38115,63936,134.719,6.877235608,0.003520874,0.002371201,0.494000144,0.436732054,0.032693828,0.0306819,0.28228769,0.406036159,0.008355543,0.002809191,0.197363682,0.103147735
Melor,PH084824000,PH084800000,LOPE DE VEGA,,,,14687,2444,60.31151573,94.45843459,30.37884307,141.73,64794.46484,678771.5159,1361803.691,137.786632,9.403702716,5.966698404,49.15735222,26.89278387,0,,83705,243.519,6.161911895,0.000221713,0.003177888,0.525903481,0.446899712,0.011750794,0.012046412,0.078773969,0.374546531,0.001776856,0.005404605,0.431776116,0.107721922
Melor,PH086016000,PH086000000,SANTA MARGARITA,,,,26348,5024,208.9883719,77.49739149,58.08376502,141.6,75085.0499,686403.6836,1333495.736,65.65315765,6.341928727,4.979193309,34.67452858,23.36740367,1,17070.51549,66833,126.074,7.807044178,0.001420974,0.00105558,0.559822987,0.387803987,0.014006739,0.035889732,0.167319259,0.362935454,0.011342994,0.007588907,0.31554515,0.135268236
