typhoon_name,admin_L3_code,admin_L2_code,admin_L3_name,comp_damage_houses,part_damage_houses,total_damage_houses,pop_15,n_households,pop_density_15,average_speed_mph,distance_typhoon_km,Rainfallme,distance_first_impact,x_pos,y_pos,mean_elevation_m,mean_slope,slope_stdev,mean_ruggedness,ruggedness_stdev,with_coast,coast_length,perimeter,area_km2,poverty_perc,roof_conc,roof_makeshift,roof_straw,roof_iron,roof_half_conc,roof_wood,wall_conc,wall_wood,wall_iron,wall_makeshift,wall_bamboo,wall_half_wood,mean_elevation_neighbours,typhoon_direction
Hagupit,PH054102000,PH054100000,BALENO,9,762,771,26096,4782,168.3373973,81.91322667,29.10396583,139.4809132,219663.5667,552134.454,1373478.506,169.9847636,9.987693064,6.467413105,50.14821589,28.45945922,1,23682.86823,70027,155.022,8.871091355,0.002845948,0.000412456,0.665085585,0.304887606,0.020375335,0.006393071,0.209431231,0.248893485,0.001075491,0.002564633,0.39958635,0.138448811,581108.971491,-190559.60087
Hagupit,PH054104000,PH054100000,BATUAN,18,501,519,15086,2896,286.1478348,90.0,13.46810465,161.7191472,189341.6223,582894.0959,1370903.289,60.26321674,6.640288938,4.752842741,34.07338906,21.81589062,1,35990.5438,50747,52.721,8.033938751,0.001745581,0.004218489,0.737217252,0.232598734,0.012655466,0.011564477,0.181758673,0.357480544,0.001236454,0.00596407,0.349334497,0.104225762,595881.960198,-175873.51765
Hagupit,PH054107000,PH054100000,CLAVERIA,15,80,95,43693,8692,255.8572591,81.9780018,1.819622804,191.8286611,262406.3038,524080.9779,1422503.642,83.23610023,6.783165719,5.244207326,34.06981517,23.69611087,1,149326.6142,156604,170.771,8.346874785,0.004719958,0.048183952,0.653827709,0.275297206,0.014058911,0.003912264,0.169778778,0.089313836,0.001699788,0.050518685,0.591501062,0.097187852,587985.713054,-260586.680996
Hagupit,PH054110000,PH054100000,MANDAON,72,479,551,41262,7701,128.2643498,69.4148105,57.39562053,143.3866634,233278.6517,533753.6045,1351546.814,56.28223857,4.462792214,4.780818315,22.77677129,22.66666915,1,86750.64517,177044,321.695,9.987397606,0.005798099,0.004183103,0.555955627,0.420110667,0.012469884,0.001482619,0.227671958,0.07042328,0.002962963,0.006931217,0.592671958,0.099338624,561257.962617,-175883.03117
Hagupit,PH054111000,PH054100000,CITY OF MASBATE (Capital),21,60,81,95389,17058,475.3359877,82.9041667,32.0938526,146.3265928,208432.4124,561333.6936,1363872.296,88.8141615,6.324796711,5.669735249,32.92673415,26.42116106,1,59825.58847,113383,200.677,6.741867511,0.012653643,0.007365193,0.189382048,0.752384632,0.019813576,0.018400908,0.274916835,0.416017837,0.003362387,0.017503488,0.15693522,0.131264234,592701.177298,-176338.5598
Hagupit,PH054112000,PH054100000,MILAGROS,34,118,152,57473,10290,120.1735494,78.86136569,46.53287638,153.6465225,209903.4876,557012.8692,1349029.963,66.26292384,3.988658377,4.499818626,20.14891789,20.90379484,1,70792.39902,177914,478.25,9.712386686,0.00146151,0.01492279,0.545316436,0.419165016,0.015134324,0.003999923,0.184005402,0.150221879,0.00351148,0.02965464,0.499401891,0.133204708,572817.092998,-163370.61122
Hagupit,PH054113000,PH054100000,MOBO,93,787,880,38813,6755,258.3898649,85.75833401,31.07991313,152.6459399,196366.9367,572172.551,1356930.62,175.0667224,9.251404701,5.847852767,46.01288003,25.41074263,1,22494.16633,57061,150.211,9.061396955,0.004745743,0.000862862,0.51728601,0.461228716,0.012684077,0.003192591,0.238504339,0.328393923,0.003488339,0.005477556,0.337417476,0.086718367,578944.964756,-165287.02357
Hagupit,PH054114000,PH054100000,MONREAL,10,87,97,26614,5008,298.466956,90.0,0.672529322,127.1999969,210506.5042,569350.9351,1396282.81,113.4684659,8.628991271,6.0404463,44.2990374,28.81987768,1,5157.268486,93622,89.169,8.070940107,0.004804365,0.001995033,0.779732096,0.203900493,0.007613697,0.001954318,0.147043517,0.216902198,0.000720605,0.012050122,0.551102926,0.072180632,600384.589064,-209833.974878
Hagupit,PH054115000,PH054100000,PALANAS,63,375,438,26222,5568,200.8286806,86.4469997,31.1551129,189.6000061,168034.7118,597691.1589,1337497.829,121.0768297,5.743139517,4.32115822,28.96878029,19.34089707,1,14650.96926,68473,130.569,9.648386851,0.002068252,0.000755708,0.585116538,0.390303079,0.012648158,0.009108265,0.17716,0.32576,0.00532,0.00728,0.37232,0.11216,565902.510966,-136879.5989
Hagupit,PH054116000,PH054100000,PIO V. CORPUZ (LIMBUHAN),19,113,132,23236,5338,256.7797547,80.61051098,44.76374676,202.4539821,152205.0213,612454.4349,1310888.983,57.53132486,3.854390721,3.645102573,20.59281225,16.41249599,1,27896.42011,68543,90.49,9.295920124,0.004815569,0.017524698,0.296827682,0.665938539,0.012063744,0.002829767,0.287921775,0.3017023,0.005066369,0.023457291,0.230975783,0.150876482,555636.300625,-107441.27454
Hagupit,PH054117000,PH054100000,PLACER,15,58,73,55826,11433,280.8346664,79.99560709,46.7482857,159.4632996,167306.8513,597218.2429,1318708.588,23.42163309,1.69027423,1.400355981,9.645817398,6.647803108,1,21726.35453,80905,198.786,8.981478164,0.002103812,0.0062933,0.508886793,0.464362146,0.01313069,0.005223258,0.161060849,0.101068875,0.007478477,0.010123304,0.609897125,0.11037137,555505.224022,-120558.5656
Hagupit,PH054118000,PH054100000,SAN FERNANDO,24,239,263,23057,4765,295.288347,90.0,9.005720593,146.4456016,195853.6541,578805.0117,1379601.046,77.15576758,7.520728191,6.018578076,38.86845704,27.7155905,1,25279.94624,45413,78.083,7.715661187,0.005348606,0.001987977,0.699815402,0.282813461,0.007525915,0.002508638,0.205960093,0.339777144,0.001243846,0.003161441,0.318165328,0.131692148,603556.731587,-186847.933507
Hagupit,PH054120000,PH054100000,SAN PASCUAL,28,157,185,46674,9183,182.142439,79.99907246,1.71600611,161.5147847,290362.6779,502999.4112,1443567.442,58.86474248,5.185826825,3.756336604,28.0460395,17.48350976,1,126512.5503,170495,256.25,8.617217294,0.006203798,0.03793587,0.653371681,0.275581755,0.018754011,0.008152884,0.173147009,0.071101929,0.004572994,0.041249797,0.628241138,0.081687133,598405.456471,-288646.67179
Hagupit,PH056202000,PH056200000,BARCELONA,1,71,72,20990,4651,352.0099281,70.00391905,47.81416072,156.0,175728.3624,621051.4176,1418878.234,90.72904401,4.191145435,3.198953349,22.86425942,14.35994355,1,12700.52651,41088,59.629,8.199142449,0.012450787,0.001476378,0.367962598,0.551377953,0.031496063,0.03523622,0.412346773,0.312312312,0.002461478,0.006892138,0.065376852,0.200610447,637522.173907,-127914.20168
Hagupit,PH056203000,PH056200000,BULAN,19,203,222,100076,19582,500.9937173,90.8995822,22.238005,125.4993991,184712.5329,600504.0608,1402358.821,74.31578507,6.154126022,6.42990326,32.12408326,29.71040341,1,40061.51161,78529,199.755,7.665174467,0.005745411,0.002387703,0.645031658,0.298303025,0.025721108,0.022811094,0.388869911,0.210421248,0.004569037,0.006245063,0.215193117,0.174701625,630444.85044,-162474.5279
Hagupit,PH056205000,PH056200000,CASIGURAN,1,34,35,32842,6410,374.3019307,71.8707137,45.34642916,155.931501,183907.857,613113.5628,1421797.399,96.2743641,4.212433128,4.702252344,22.66957878,23.27157986,1,15032.17207,47881,87.742,7.682236161,0.004702754,0.008951448,0.192877761,0.754743295,0.033632796,0.005091947,0.485373676,0.225825262,0.002526807,0.009200168,0.080631054,0.196443033,641838.897871,-138561.42784
Hagupit,PH056206000,PH056200000,CASTILLA,14,307,321,57827,11022,296.5031021,74.14555924,39.65368698,136.2907312,209870.6899,588565.9144,1431796.471,108.7510711,4.974408732,5.359765546,25.9754771,25.45305418,1,55324.9094,107757,195.03,8.601518322,0.018259976,0.002738996,0.590139613,0.365979381,0.019363183,0.00351885,0.379451144,0.204064191,0.002278986,0.008413256,0.264305384,0.141487038,632833.914427,-170217.00292
Hagupit,PH056207000,PH056200000,DONSOL,25,628,653,49711,9397,324.6877939,76.98089117,28.03084723,136.2239398,233160.7505,562604.2291,1433996.126,52.99279908,3.956048043,3.064929209,24.02212982,14.18806533,1,24426.38913,73262,153.104,11.19671702,0.01251343,0.001095452,0.702900841,0.25810529,0.020413322,0.004971666,0.289924736,0.127232096,0.001117366,0.005713322,0.421183564,0.154828917,632394.823161,-205129.90327
Hagupit,PH056209000,PH056200000,IROSIN,8,996,1004,56662,10447,421.8779084,80.71843509,31.57723489,149.8732924,176363.5156,611761.9784,1405545.365,224.2217807,10.24244314,9.026013399,50.81347122,43.4290832,0,0.0,48380,134.309,6.856447002,0.005808194,0.000951844,0.475766818,0.499174421,0.013286971,0.005011752,0.507612638,0.223782463,0.001803759,0.009697628,0.098178785,0.158924727,640829.466593,-144786.28071
Hagupit,PH056211000,PH056200000,MAGALLANES,11,20,31,37038,7187,332.0513165,80.71058611,30.4512829,134.3999939,195495.4166,595829.8379,1416206.275,99.1991391,7.739885921,6.470111105,39.19191924,30.39629192,1,18.20665019,70098,111.543,9.460554026,0.002934372,0.00115682,0.656086,0.321482986,0.01142712,0.006912702,0.306290783,0.199062173,0.002655292,0.008078868,0.320838394,0.163074489,631133.065293,-165044.1337
Hagupit,PH056212000,PH056200000,MATNOG,79,764,843,41101,7481,296.3131182,90.45840326,21.25617876,150.6639844,169219.9151,612607.4703,1391954.747,132.2541719,10.70954129,6.988012395,53.16117507,31.61457428,1,45604.39314,102880,138.708,8.598330941,0.019999467,0.000479348,0.758781391,0.192165322,0.021623925,0.006950547,0.284907119,0.304336238,0.002052184,0.003864503,0.211454919,0.193385038,612682.76379,-147963.73634
Hagupit,PH056213000,PH056200000,PILAR,53,352,405,74564,13727,370.6922266,75.74138986,33.16777281,136.1437476,220762.613,575811.6485,1431968.655,28.62279207,2.663168936,1.919436733,16.18956564,9.296030812,1,108872.5324,179874,201.148,9.422777748,0.017819337,0.002646436,0.64981769,0.307633498,0.018922018,0.003161021,0.327288058,0.122956761,0.006804633,0.006937767,0.371947161,0.16406562,637605.26615,-187594.84019
Hagupit,PH056214000,PH056200000,PRIETO DIAZ,23,292,315,22442,4219,399.4446719,70.0,68.43046486,146.4793328,186356.0175,625428.9946,1441428.229,54.06221754,3.285076315,3.309876317,17.392381,15.16943438,1,37261.40412,50702,56.183,9.834239373,0.007659449,0.004026121,0.317670742,0.648500025,0.02130898,0.000834684,0.384732674,0.276080862,0.007033594,0.015985441,0.142885249,0.17328218,576840.06269,-117925.55264
Hagupit,PH056215000,PH056200000,SANTA MAGDALENA,10,53,63,16848,3417,320.8959488,82.60599603,30.57479792,156.0,167830.1893,618122.1067,1399467.787,108.50781,8.937169825,5.295714009,43.99014574,23.06813103,1,13346.49961,34951,52.503,8.30365622,0.016454159,0.00103218,0.665452338,0.275288403,0.039951427,0.001821494,0.349240122,0.179148936,0.002735562,0.002431611,0.286018237,0.180425532,638769.855376,-137255.39138
Hagupit,PH056216000,PH056200000,CITY OF SORSOGON (Capital),42,482,524,168110,32694,597.5353577,70.0,55.91810745,146.1729254,198939.7968,607330.9965,1439340.115,220.5774242,8.824635343,8.943825852,44.72222753,44.0899269,1,83262.47814,128310,281.339,4.978288026,0.009991582,0.005439358,0.209447646,0.744136502,0.025085799,0.005899113,0.544480213,0.200949501,0.008935714,0.01740318,0.075290216,0.152941176,608232.206715,-143021.68935
Hagupit,PH061909000,PH061900000,PANAY,3,11,14,46114,9782,347.7677225,40.0,149.7371349,191.5293402,285946.6579,481716.9831,1275118.904,3.991104836,0.775181146,0.674081427,5.125985261,3.530587022,1,35201.73439,78131,132.6,4.920414625,0.003062329,0.004236605,0.343809721,0.629596371,0.015956345,0.003338629,0.230261792,0.05198939,0.004982124,0.004313228,0.552393034,0.156060431,596980.007099,-136209.523
Hagupit,PH061915000,PH061900000,SAPI-AN,1,97,98,25821,5608,294.2564103,40.0,166.8115273,153.0076302,312762.3036,455175.9654,1271288.72,41.91059638,5.358839014,5.392034166,28.51416075,25.75153332,1,16513.43622,58022,87.75,7.187947794,0.000969344,8.08e-05,0.381639,0.600953189,0.01498445,0.001373238,0.24777652,0.016777167,0.002708603,0.000121281,0.601431113,0.131185317,645668.599755,-145950.7763
Hagupit,PH063005000,PH063000000,BALASAN,8,406,414,33088,6514,587.1247072,45.53254232,141.4521128,158.3999939,260508.7704,509081.2111,1266257.672,42.35956667,3.883486425,7.281666076,20.50944795,35.28392702,1,6996.769021,41701,56.356,4.823500967,0.001451036,0.001990956,0.346122697,0.58962678,0.054936897,0.005871634,0.22922791,0.018077378,0.005068424,0.004358844,0.521101537,0.222165906,577669.443608,-119056.6576
Hagupit,PH063014000,PH063000000,CARLES,189,245,434,68160,12240,660.4267194,50.0,128.9861511,191.9162784,248310.764,520114.4732,1273537.592,35.23864693,5.266979076,6.210980474,26.37372179,29.10406333,1,39997.38619,209615,103.206,7.253521127,0.002242979,0.01116683,0.439207267,0.466619671,0.049858212,0.030905042,0.227349853,0.046612883,0.003489563,0.014998719,0.533663081,0.173885901,548346.462417,-119324.6129
Hagupit,PH063019000,PH063000000,ESTANCIA,12,459,471,48546,8756,1689.261605,50.0,138.1999853,158.3999939,255048.4442,514686.6344,1266090.25,21.62352585,2.964785678,2.66301285,15.78917693,12.23365356,1,16755.02357,42836,28.738,5.631771928,0.004068117,0.000922422,0.230368969,0.683278146,0.063836329,0.017526017,0.22697353,0.062250223,0.011001928,0.003103108,0.412031595,0.284639616,571465.804339,-116848.4589
Hagupit,PH063027000,PH063000000,LEMERY,1,1,2,30851,5995,206.5242131,40.0,172.5562081,142.9541168,284331.7465,490574.4496,1241255.922,130.9968703,4.8894737,5.068143147,25.66503379,23.24149409,0,0.0,55464,149.382,5.393666332,0.001349577,0.000838926,0.204260286,0.751933178,0.009811789,0.031806245,0.199861309,0.035548743,0.003430782,0.001678893,0.614693967,0.144786306,604598.278612,-111775.5384
Hagupit,PH072208000,PH072200000,BALAMBAN,1,20,21,87177,16108,393.886818,40.0,186.3181305,104.9873627,239453.2727,584976.7139,1158966.646,283.5520326,13.32720771,9.20573598,68.58000311,42.51592768,1,20282.84222,88886,221.325,3.880610712,0.001458283,0.003270519,0.06920474,0.878424488,0.026574733,0.021067237,0.313778836,0.307954996,0.003414952,0.006872414,0.186858811,0.181119991,435597.25552,-53135.1422
Hagupit,PH072218000,PH072200000,COMPOSTELA,5,81,86,47898,9421,1010.463694,40.0,176.8843252,102.5411764,224846.4563,606135.9004,1157808.495,131.5568641,9.072123518,6.805080145,47.79893019,30.79319668,1,8377.809206,49423,47.402,3.046056203,0.005140176,0.0031124,0.053547429,0.884511094,0.027304237,0.026384664,0.359303129,0.164041088,0.002407112,0.01239305,0.20567697,0.256178651,447695.586481,-47962.1311
Hagupit,PH072231000,PH072200000,MEDELLIN,26,266,292,55332,10393,728.6662453,52.3385508,113.563135,188.058395,179479.3298,606699.6953,1231930.307,27.66145487,2.138074284,1.946969583,12.09325125,9.772364907,1,40858.26203,65468,75.936,9.410467722,0.006690311,0.009894406,0.076898275,0.826072062,0.016121232,0.064323714,0.277646917,0.247508607,0.001993115,0.021602142,0.248555495,0.202693725,522765.510371,-65916.1948
Hagupit,PH072242000,PH072200000,SAN FRANCISCO,22,59,81,55180,10247,603.8388304,47.02636203,144.4735594,148.8000031,183850.3603,645748.819,1177066.399,47.1140254,2.982664144,3.053017523,14.80063534,13.6109974,1,4450.152572,76332,91.382,9.256977166,0.000614615,0.001335198,0.26379705,0.725818074,0.007332994,0.001102068,0.280672802,0.090066646,0.00321591,0.003935259,0.452470115,0.169639268,490824.878702,-39376.8009
Hagupit,PH072244000,PH072200000,SANTA FE,1,129,130,28603,5395,976.7783356,53.0368936,116.0997706,180.7291121,191052.3207,589744.7536,1240236.929,18.27508651,1.734196583,1.701328388,8.73193527,7.144404971,1,16242.69832,46807,29.283,12.38681257,0.010177366,0.004830562,0.24952985,0.690143442,0.027287142,0.018031638,0.373233183,0.142936432,0.002775105,0.012987494,0.304299563,0.163768223,512992.137896,-74952.5501
Hagupit,PH072247000,PH072200000,SOGOD,1,182,183,35108,7034,313.7752594,40.29649157,149.4130916,148.9505025,204031.2654,605365.8877,1189736.537,206.4711581,6.163394389,4.897141104,36.8351447,23.89492696,1,11980.07104,59052,111.889,4.751053891,0.001968181,0.000688863,0.082597999,0.905855339,0.003444317,0.005445301,0.273162573,0.11603424,0.002656522,0.006001771,0.413269489,0.188875406,504505.631016,-54618.1738
Hagupit,PH072248000,PH072200000,TABOGON,39,387,426,39013,7215,442.6956857,50.0,131.5123867,181.1270438,189516.0877,609414.4552,1208505.721,112.1689087,6.202721239,4.593025909,34.55307538,22.12526786,1,17671.81877,48219,88.126,9.486581396,0.002374646,0.005419064,0.085761257,0.869394465,0.028343532,0.008707036,0.195219973,0.171137159,0.003592632,0.014035622,0.418937433,0.197077181,524744.118119,-58003.701
Hagupit,PH082608000,PH082600000,GIPORLOS,22,266,288,13308,2492,142.7299735,70.48591588,81.72477413,208.3434207,82324.65683,767651.5348,1235137.925,127.1416144,6.641969628,5.012558893,33.64195807,22.41125403,1,38830.03803,78978,93.239,8.400961827,0.004242575,0.000665502,0.377339656,0.586640047,0.027701522,0.003410698,0.259812144,0.16378732,0.013250587,0.002935257,0.445404227,0.114810466,510822.876115,-599.8827
Hagupit,PH082609000,PH082600000,GUIUAN,31,799,830,52991,10002,299.9366064,57.50643791,121.3174256,236.2561038,121341.9653,799211.3165,1201125.809,72.92487772,5.714613761,5.012478895,27.41985107,22.41254648,1,40155.96192,232132,176.674,6.118020041,0.002195132,0.003111547,0.2646946,0.712565534,0.010869102,0.006564085,0.355264854,0.285303089,0.011534992,0.01443485,0.232504189,0.100958027,385871.223319,-24.5397
Hagupit,PH082610000,PH082600000,HERNANI,79,712,791,8573,1637,173.087018,82.81363724,67.01118992,278.3999939,66982.10227,782617.381,1252912.017,95.91010101,5.594387701,4.343749728,28.35114614,19.68050494,1,24106.79156,40349,49.53,8.340137641,0.002130059,0.000250595,0.469490039,0.45282546,0.074927954,0.000375893,0.249686324,0.109159348,0.005018821,0.00238394,0.453074028,0.180677541,468796.697678,29.08765
Hagupit,PH082614000,PH082600000,MASLOG,109,684,793,5407,899,17.77267931,100.1052474,24.79256318,242.9740612,34908.31875,739029.737,1341253.308,256.6714834,8.550892156,5.7491953,43.83900767,25.79027334,0,0.0,77815,304.231,9.469206584,0.002928258,0.001464129,0.266262288,0.662832044,0.047270446,0.019242836,0.035827187,0.604214963,0.007376185,0.007797682,0.249315068,0.095468915,528722.792567,-10115.75557
Hagupit,PH082616000,PH082600000,MERCEDES,8,417,425,6070,1133,305.4549114,69.87500479,95.0974518,244.8000031,95307.95066,795417.9842,1227242.476,22.41438788,2.479752997,3.408689862,13.07596798,15.70318281,1,17420.09686,26272,19.872,6.013179572,0.005028869,0.005960142,0.253864779,0.729372323,0.004283852,0.001490035,0.418740573,0.179864253,0.014705882,0.031108597,0.251508296,0.104072398,418712.043309,-210.49886
Hagupit,PH083710000,PH083700000,BURAUEN,12,3,15,52732,10594,169.8522828,53.09597574,106.8072762,188.1957883,125666.7543,700334.6023,1209364.267,318.207168,11.05439383,9.658842296,57.40033782,48.6513663,0,0.0,110064,310.458,5.22073883,0.0010272,0.0010272,0.333038869,0.623736544,0.028165831,0.013004355,0.262136921,0.390397433,0.002653666,0.002530239,0.215173208,0.127108533,582024.052417,-18859.4781
Hagupit,PH083717000,PH083700000,DAGAMI,27,434,461,35147,6734,282.0809156,60.01523956,91.90113651,208.8000031,110514.9452,704969.0196,1224305.02,97.79804408,2.890689149,3.099314785,15.12638963,14.82324558,0,0.0,66479,124.599,6.757333485,0.000953683,0.00111263,0.447626919,0.521060495,0.022411546,0.006834727,0.247098846,0.276793947,0.003147553,0.001494293,0.365720281,0.10574508,605219.154086,-18613.80869
Hagupit,PH083719000,PH083700000,HILONGOS,22,341,363,63431,12877,327.6800843,40.0,164.2869556,124.2459775,177919.1201,699283.645,1151875.264,157.4651263,8.051600362,7.540679285,41.92877041,35.92351825,1,13388.31679,70072,193.576,5.520959783,0.001450095,0.001237886,0.224711749,0.7570029,0.013457594,0.002139775,0.378685531,0.087832208,0.002464408,0.001879333,0.395652714,0.133485807,494327.330971,-13632.1645
Hagupit,PH083721000,PH083700000,INOPACAN,1,7,8,20550,4579,168.0706633,40.03707398,153.2390007,163.4625865,167949.4635,698629.0314,1162918.688,405.5913494,14.846416,9.442469905,76.68735868,45.88958903,1,14737.29766,59092,122.27,4.768856448,0.002161021,0.001055382,0.095989547,0.861393105,0.002914866,0.036486079,0.458451131,0.107380856,0.001665994,0.003634895,0.264287157,0.164579968,495674.064245,-14710.4628
Hagupit,PH083728000,PH083700000,LA PAZ,1,178,179,19998,4250,210.6738022,50.0,112.2844981,187.1999969,126093.2298,709484.3297,1203954.432,195.3267118,7.789671206,8.881277137,39.9555288,45.75849725,0,0.0,42863,94.924,7.200720072,0.000732294,0.001307668,0.533737839,0.4245737,0.026728737,0.012919761,0.234053686,0.34210664,0.002354665,0.002302339,0.328711213,0.090471456,590223.231747,-13808.7317
Hagupit,PH083731000,PH083700000,MAHAPLAG,1,117,118,27823,5838,146.8100487,44.96344238,145.8031274,175.8554023,155096.8888,714850.4894,1170474.498,217.5792833,11.34233634,7.976657764,58.37306187,38.10316154,0,0.0,67595,189.517,7.562088919,0.000226792,0.001020562,0.131350166,0.801406108,0.038176595,0.027819776,0.403816244,0.157884754,0.002920982,0.005007397,0.300292098,0.130078525,524399.017381,-9293.7614
Hagupit,PH084801000,PH084800000,ALLEN,19,10,29,25469,5003,572.9293202,90.0,31.67880364,223.6661218,139836.587,641323.4447,1383560.991,77.24141168,7.06459787,4.417292722,36.06867421,18.43993543,1,20471.69194,44176,44.454,5.669637599,0.008853701,0.000766186,0.608947346,0.357936407,0.020389052,0.003107309,0.351999315,0.227459543,0.00363901,0.002654337,0.246211148,0.168036647,582484.789833,-108157.78336
Hagupit,PH084802000,PH084800000,BIRI,18,689,707,11767,2210,452.3681378,80.0,50.5558046,213.6000061,140230.0704,651034.3327,1399777.001,28.37818553,5.281523364,4.242815566,28.35554192,19.48155612,1,4951.935623,112135,26.012,8.447352766,0.026399636,0.000455166,0.740282203,0.216385981,0.010286755,0.006190259,0.201403837,0.265980346,0.000842302,0.01197941,0.410014038,0.109780066,560007.611963,-89674.2658
Hagupit,PH084816000,PH084800000,ROSARIO,3,513,516,10520,1932,173.4056406,80.0,39.34472154,223.6821979,127388.232,655495.7756,1383292.909,57.65591699,4.220448939,4.079709439,23.01256923,18.54261079,1,13716.37172,80642,60.667,8.355513308,0.002352941,0.000588235,0.640392157,0.325490196,0.016078431,0.015098039,0.210899075,0.344383238,0.001868975,0.000983671,0.333071021,0.108794019,585388.05973,-88043.51046
